fighter_name,Height,Weight,Reach,Stance,DOB
Luciano Azevedo,"6' 3""",161 lbs.,NA,Orthodox,"Jun 25, 1981"
Lucie Pudilova,"5' 8""",125 lbs.,"67""",Orthodox,"Jun 13, 1994"
Lucio Linhares,"6' 2""",185 lbs.,NA,Orthodox,"Dec 08, 1973"
Luigi Fioravanti,"5' 8""",170 lbs.,"70""",Orthodox,"Jan 22, 1981"
Luigi Vendramini,"5' 8""",170 lbs.,NA,Orthodox,"Jan 16, 1996"
Luis Gomez,"5' 7""",145 lbs.,"68""",Orthodox,"Jan 28, 1995"
Luis Henrique,"6' 2""",243 lbs.,"74""",Orthodox,"Aug 21, 1993"
Luis Mendoza,NA,155 lbs.,NA,NA,NA
Luis Pena,"6' 3""",155 lbs.,"75""",Southpaw,"Jul 05, 1993"
Luis Ramos,"5' 8""",170 lbs.,NA,Orthodox,"Jan 18, 1981"
Luis Santos,"6' 1""",170 lbs.,NA,Southpaw,NA
Luiz Azeredo,"5' 9""",154 lbs.,NA,Orthodox,"Jun 10, 1976"
Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,"Apr 24, 1981"
Luiz Dutra,"5' 11""",170 lbs.,"71""",Orthodox,"May 06, 1982"
Luiz Firmino,"5' 6""",154 lbs.,NA,Orthodox,"Mar 18, 1982"
Lukasz Les,NA,170 lbs.,NA,NA,"Nov 05, 1981"
Lukasz Sajewski,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990"
Luke Barnatt,"6' 6""",185 lbs.,"77""",Orthodox,"Apr 13, 1988"
Luke Caudillo,"5' 7""",155 lbs.,NA,Orthodox,"Nov 30, 1980"
Luke Cummo,"6' 0""",170 lbs.,"74""",Orthodox,"Apr 27, 1980"
Luke Flores,"6' 0""",155 lbs.,NA,Southpaw,"Mar 17, 1988"
Luke Hartwig,NA,NA,NA,NA,NA
Luke Jumeau,"5' 11""",170 lbs.,"72""",Orthodox,"Feb 12, 1988"
Luke Rockhold,"6' 3""",185 lbs.,"77""",Southpaw,"Oct 17, 1984"
Luke Sanders,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985"
Luke Stewart,"5' 11""",170 lbs.,NA,Orthodox,NA
Luke Zachrich,"6' 2""",185 lbs.,"74""",Orthodox,"Dec 19, 1981"
Lumumba Sayers,"6' 0""",185 lbs.,NA,NA,"Jun 30, 1978"
Lyle Beerbohm,"5' 10""",155 lbs.,NA,Southpaw,"Feb 05, 1979"
Lyman Good,"6' 0""",170 lbs.,"74""",Orthodox,"May 26, 1985"
Lyoto Machida,"6' 1""",185 lbs.,"74""",Southpaw,"May 30, 1978"
Mabelly Lima,"5' 2""",135 lbs.,NA,Orthodox,"Jan 25, 1994"
Mac Danzig,"5' 8""",155 lbs.,"70""",Orthodox,"Jan 02, 1980"
Maciej Jewtuszko,"6' 0""",155 lbs.,NA,Southpaw,"Jan 31, 1981"
Mack Brewer,NA,205 lbs.,NA,NA,NA
Mackens Semerzier,"5' 9""",145 lbs.,"72""",Orthodox,"Nov 03, 1980"
Mackenzie Dern,"5' 4""",115 lbs.,"63""",Orthodox,"Mar 24, 1993"
Macy Chiasson,"5' 11""",135 lbs.,"72""",NA,"Jul 27, 1991"
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,"Mar 06, 1994"
Magno Almeida,"6' 0""",155 lbs.,NA,NA,"Jun 06, 1985"
Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,"Apr 10, 1982"
Magomed Ankalaev,"6' 3""",205 lbs.,"75""",Orthodox,"Jun 02, 1992"
Magomed Bibulatov,"5' 5""",125 lbs.,"65""",Orthodox,"Aug 22, 1988"
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988"
Magomed Sultanakhmedov,"6' 2""",185 lbs.,NA,Southpaw,NA
Maia Stevenson,"5' 4""",115 lbs.,"62""",Orthodox,"Mar 19, 1982"
Maiara Amanajas dos Santos,"5' 5""",115 lbs.,NA,Southpaw,"Jul 11, 1987"
Maiju Kujala,NA,135 lbs.,NA,NA,NA
Maiquel Falcao,"5' 11""",185 lbs.,NA,Orthodox,"Mar 08, 1981"
Mairbek Taisumov,"5' 9""",155 lbs.,"73""",Orthodox,"Aug 08, 1988"
Maka Watson,NA,155 lbs.,NA,NA,"Sep 22, 1984"
Maki Pitolo,"5' 10""",185 lbs.,"72""",Orthodox,"Nov 24, 1990"
Makoto Takimoto,"5' 7""",205 lbs.,NA,Southpaw,"Dec 08, 1979"
Makwan Amirkhani,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988"
Mal Foki,"5' 7""",220 lbs.,NA,Orthodox,NA
Manny Bermudez,"5' 10""",135 lbs.,"71""",Orthodox,"Jul 16, 1994"
Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981"
Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993"
Manuel Rodriguez,"5' 9""",170 lbs.,"68""",Orthodox,"Apr 25, 1985"
Manvel Gamburyan,"5' 5""",135 lbs.,"67""",Orthodox,"May 08, 1981"
Mara Romero Borella,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 03, 1986"
Marc Cofer,NA,185 lbs.,NA,NA,"Mar 03, 1972"
Marc Diakiese,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993"
Marc Stevens,"5' 9""",155 lbs.,NA,NA,NA
Marc-Andre Barriault,"6' 1""",185 lbs.,"74""",Orthodox,"Feb 18, 1990"
Marcel Fortuna,"6' 1""",205 lbs.,"74""",Orthodox,"Oct 22, 1985"
Marcelo Aguiar,"5' 10""",170 lbs.,NA,Orthodox,NA
Marcelo Brito,"6' 1""",170 lbs.,NA,Orthodox,"Nov 27, 1977"
Marcelo Golm,"6' 3""",249 lbs.,"75""",Orthodox,"Sep 15, 1992"
Marcelo Guimaraes,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 25, 1983"
Marcelo Mello,"5' 7""",170 lbs.,NA,Southpaw,NA
Marcin Bandel,"5' 10""",155 lbs.,"70""",Orthodox,"Oct 10, 1989"
Marcin Held,"5' 9""",155 lbs.,"71""",Orthodox,"Jan 18, 1992"
Marcin Prachnio,"6' 3""",205 lbs.,"74""",Orthodox,"Jul 14, 1988"
Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985"
Marcin Wrzosek,"5' 9""",155 lbs.,NA,NA,"Oct 14, 1987"
Marcio Alexandre Junior,"6' 0""",185 lbs.,"75""",Southpaw,"May 05, 1989"
Marcio Cruz,"6' 4""",232 lbs.,NA,Orthodox,"Apr 24, 1978"
Marcio Navarro,"6' 0""",155 lbs.,NA,NA,"Sep 17, 1978"
Marco Beltran,"5' 8""",125 lbs.,"69""",Orthodox,"May 18, 1986"
Marco Ruas,"6' 1""",210 lbs.,NA,Orthodox,"Jan 23, 1961"
Marcos Bonilla,"5' 10""",145 lbs.,NA,NA,NA
Marcos Conrado Jr.,"6' 2""",220 lbs.,NA,Orthodox,"Mar 14, 1982"
Marcos Galvao,"5' 7""",135 lbs.,NA,Orthodox,"Jun 23, 1981"
Marcos Mariano,"6' 1""",155 lbs.,NA,Switch,"Oct 12, 1986"
Marcos Rogerio de Lima,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985"
Marcos Vinicius,"5' 9""",125 lbs.,"70""",Orthodox,"Dec 05, 1979"
Marcos da Matta,"5' 4""",145 lbs.,NA,NA,"Mar 18, 1973"
Marcus Aurelio,"5' 10""",155 lbs.,"74""",Orthodox,"Aug 18, 1973"
Marcus Bossett,"6' 1""",215 lbs.,NA,Orthodox,NA
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,"Apr 06, 1985"
Marcus Davis,"5' 10""",170 lbs.,"70""",Southpaw,"Aug 24, 1973"
Marcus Hicks,"5' 6""",155 lbs.,"64""",Southpaw,"Nov 25, 1975"
Marcus Jones,"6' 6""",265 lbs.,NA,Orthodox,"Aug 15, 1973"
Marcus Kowal,NA,135 lbs.,NA,NA,NA
Marcus LeVesseur,"5' 9""",155 lbs.,"70""",Southpaw,"Jul 17, 1982"
Marcus Silveira,"6' 3""",242 lbs.,NA,Orthodox,NA
Maria Oliveira,"5' 5""",115 lbs.,NA,Orthodox,"Dec 12, 1996"
Maria Rios,"5' 5""",125 lbs.,NA,NA,"May 31, 1983"
Marina Rodriguez,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987"
Mario Bautista,"5' 9""",135 lbs.,"72""",Switch,"Jul 01, 1993"
Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979"
Mario Neto,"6' 0""",229 lbs.,NA,Orthodox,NA
Mario Rivera,NA,NA,NA,NA,NA
Mario Soto,"6' 0""",145 lbs.,NA,NA,NA
Mario Sperry,"6' 2""",205 lbs.,NA,Orthodox,"Sep 28, 1966"
Marion Reneau,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 20, 1977"
Marius Enache,"5' 11""",155 lbs.,NA,NA,"Oct 16, 1975"
Marius Zaromskis,"5' 9""",170 lbs.,NA,Orthodox,"Jul 30, 1980"
Mariya Agapova,NA,125 lbs.,NA,NA,NA
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,"Oct 24, 1981"
Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,"May 12, 1986"
Mark Coleman,"6' 1""",205 lbs.,"75""",Orthodox,"Dec 20, 1964"
Mark De La Rosa,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 31, 1994"
Mark Dickman,"5' 9""",145 lbs.,NA,NA,"Jul 19, 1984"
Mark Eddiva,"5' 8""",145 lbs.,"68""",Orthodox,"Feb 16, 1986"
Mark Godbeer,"6' 4""",240 lbs.,"77""",Orthodox,"Nov 22, 1983"
Mark Hall,"6' 0""",190 lbs.,NA,Orthodox,NA
Mark Holst,"6' 0""",155 lbs.,NA,Orthodox,"Aug 14, 1985"
Mark Hominick,"5' 8""",145 lbs.,"68""",Orthodox,"Jul 22, 1982"
Mark Hughes,"5' 9""",205 lbs.,NA,Southpaw,"Oct 13, 1973"
Mark Hunt,"5' 10""",265 lbs.,"72""",Orthodox,"Mar 23, 1974"
Mark Kerr,"6' 3""",266 lbs.,NA,Switch,"Dec 21, 1968"
Mark Munoz,"6' 0""",185 lbs.,"72""",Orthodox,"Feb 09, 1978"
Mark Robinson,"6' 0""",265 lbs.,NA,Orthodox,NA
Mark Scanlon,"5' 9""",170 lbs.,NA,Orthodox,NA
Mark Schultz,"5' 9""",200 lbs.,NA,Orthodox,NA
Mark Vorgeas,"5' 10""",135 lbs.,NA,NA,NA
Mark Weir,"6' 2""",185 lbs.,NA,Southpaw,"Sep 19, 1967"
Marko Damiani,"6' 0""",170 lbs.,NA,NA,NA
Markus Perez,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988"
Marloes Coenen,"5' 9""",145 lbs.,"67""",NA,"Mar 31, 1981"
Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988"
Marlon Sims,NA,170 lbs.,NA,NA,NA
Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992"
Marques Daniels,NA,155 lbs.,NA,NA,NA
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,"Sep 21, 1993"
Martin Buschkamp,"5' 9""",145 lbs.,"70""",Orthodox,"Jan 06, 1991"
Martin Day,"5' 10""",135 lbs.,"73""",Orthodox,"Nov 10, 1988"
Martin Kampmann,"6' 0""",170 lbs.,"72""",Orthodox,"Apr 17, 1982"
Martin Svensson,"6' 1""",155 lbs.,"72""",NA,"Apr 25, 1985"
Marvin Eastman,"5' 9""",185 lbs.,"73""",Orthodox,"Jun 08, 1971"
Marvin Maldonado,"5' 6""",135 lbs.,NA,NA,NA
Marvin Vettori,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993"
Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991"
Masaaki Satake,"6' 1""",220 lbs.,NA,Orthodox,"Aug 17, 1965"
Masakatsu Funaki,"6' 0""",185 lbs.,NA,Southpaw,"Mar 13, 1969"
Masakatsu Okuda,NA,NA,NA,NA,NA
Masakazu Imanari,"5' 4""",139 lbs.,NA,Southpaw,"Feb 10, 1976"
Masanori Kanehara,"5' 7""",135 lbs.,"67""",Orthodox,"Nov 19, 1982"
Masanori Suda,"5' 9""",183 lbs.,NA,Orthodox,NA
Masanori Tonooka,"5' 8""",185 lbs.,NA,Orthodox,NA
Masio Fullen,"5' 10""",145 lbs.,"70""",Orthodox,"Oct 06, 1986"
Mason Fowler,"5' 11""",170 lbs.,NA,NA,NA
Masutatsu Yano,"5' 9""",198 lbs.,NA,Orthodox,"Jul 11, 1975"
Matheus Nicolau,"5' 6""",125 lbs.,"66""",NA,"Jan 06, 1993"
Mats Nilsson,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 05, 1983"
Matt Andersen,"6' 2""",230 lbs.,NA,Southpaw,"May 29, 1971"
Matt Arroyo,"5' 10""",170 lbs.,"72""",Orthodox,"Sep 01, 1982"
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,"Dec 28, 1984"
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,"Jan 10, 1981"
Matt Dwyer,"6' 4""",170 lbs.,"76""",Orthodox,"Dec 17, 1989"
Matt Foki,"5' 7""",220 lbs.,NA,Orthodox,NA
Matt Frevola,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990"
Matt Grice,"5' 8""",145 lbs.,"70""",Orthodox,"Jul 29, 1981"
Matt Hamill,"6' 1""",205 lbs.,"76""",Orthodox,"Oct 05, 1976"
Matt Helm,NA,155 lbs.,NA,NA,NA
Matt Hobar,"5' 10""",135 lbs.,"70""",Southpaw,"Jan 07, 1987"
Matt Horning,"5' 4""",125 lbs.,NA,NA,NA
Matt Horwich,"6' 1""",185 lbs.,NA,Orthodox,"Oct 02, 1978"
Matt Hughes,"5' 9""",170 lbs.,"73""",Switch,"Oct 13, 1973"
Matt Kovacs,"6' 0""",244 lbs.,NA,Orthodox,NA
Matt Lee,"5' 11""",155 lbs.,NA,Orthodox,NA
Matt Lindland,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970"
Matt Lucas,"6' 1""",205 lbs.,NA,NA,NA
Matt Mitrione,"6' 3""",265 lbs.,"79""",Switch,"Jul 15, 1978"
Matt Pedro,NA,NA,NA,NA,NA
Matt Ramirez,"5' 5""",125 lbs.,NA,NA,NA
Matt Ricehouse,NA,155 lbs.,NA,NA,"Mar 11, 1987"
Matt Sayles,"5' 7""",145 lbs.,"68""",Orthodox,"Feb 21, 1994"
Matt Schnell,"5' 8""",135 lbs.,"70""",Orthodox,"Jan 15, 1990"
Matt Secor,"6' 0""",170 lbs.,NA,NA,"Sep 26, 1986"
Matt Serra,"5' 6""",170 lbs.,"68""",Orthodox,"Jun 02, 1974"
Matt Skelton,"6' 3""",265 lbs.,NA,Orthodox,"Jan 23, 1967"
Matt Van Buren,"6' 5""",205 lbs.,"76""",NA,"Jun 12, 1986"
Matt Veach,"5' 11""",155 lbs.,NA,Orthodox,"May 31, 1981"
Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983"
Matthew Lopez,"5' 7""",135 lbs.,"69""",Southpaw,"Jan 21, 1987"
Matthew Riddle,"6' 1""",170 lbs.,"74""",Southpaw,"Jan 14, 1986"
Maurice Eazel,"5' 7""",135 lbs.,NA,NA,NA
Maurice Greene,"6' 7""",258 lbs.,"82""",NA,"Jul 05, 1986"
Maurice Mitchell,"5' 9""",145 lbs.,NA,Orthodox,"Jun 29, 1987"
Maurice Smith,"6' 2""",221 lbs.,NA,Orthodox,"Dec 13, 1961"
Mauricio Alonso,"6' 2""",170 lbs.,NA,NA,"Feb 27, 1980"
Mauricio Rua,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981"
Max Griffin,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985"
Max Holloway,"5' 11""",155 lbs.,"69""",Orthodox,"Dec 04, 1991"
Max Martyniouk,NA,155 lbs.,NA,NA,NA
Max Mustaki,"6' 0""",155 lbs.,NA,Orthodox,"Nov 07, 1987"
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983"
Mayana Kellem,"5' 5""",135 lbs.,NA,Orthodox,"Jul 07, 1981"
Maycee Barber,"5' 5""",125 lbs.,"65""",Switch,"May 18, 1998"
Mayra Bueno Silva,"5' 6""",135 lbs.,NA,Orthodox,"Aug 22, 1991"
Megan Anderson,"6' 0""",145 lbs.,"72""",Orthodox,"Feb 11, 1990"
Megumi Fujii,"5' 3""",113 lbs.,NA,NA,"Apr 26, 1974"
Mehdi Baghdad,"6' 1""",155 lbs.,"75""",Orthodox,"Apr 13, 1985"
Melchor Manibusan,"5' 5""",154 lbs.,NA,Southpaw,"Dec 27, 1976"
Melinda Fabian,"5' 6""",125 lbs.,"66""",NA,"Jun 25, 1987"
Melissa Gatto,"5' 5""",135 lbs.,NA,Orthodox,"Feb 05, 1996"
Melton Bowen,"6' 0""",225 lbs.,NA,Orthodox,"Jul 16, 1969"
Melvin Guillard,"5' 9""",155 lbs.,"68""",Orthodox,"Mar 30, 1983"
Melvin Manhoef,"5' 9""",185 lbs.,NA,Orthodox,"May 11, 1976"
Merab Dvalishvili,"5' 6""",135 lbs.,"68""",Orthodox,"Jan 10, 1991"
Merritt Warren,"5' 10""",155 lbs.,NA,Southpaw,NA
Micah Miller,"6' 0""",145 lbs.,NA,Orthodox,"Feb 14, 1987"
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979"
Michael Bravo,NA,155 lbs.,NA,NA,NA
Michael Byrnes,"5' 11""",155 lbs.,NA,NA,"Jul 17, 1990"
Michael Chiesa,"6' 1""",170 lbs.,"75""",Southpaw,"Dec 07, 1987"
Michael Cora,"6' 1""",170 lbs.,"77""",Southpaw,"Aug 24, 1989"
Michael Diaz,NA,260 lbs.,NA,NA,NA
Michael Graves,"5' 10""",170 lbs.,"71""",NA,"Jan 08, 1991"
Michael Johnson,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 04, 1986"
Michael Knaap,"6' 2""",220 lbs.,NA,Orthodox,"Feb 27, 1984"
Michael Kuiper,"6' 0""",185 lbs.,"73""",Orthodox,"Jun 07, 1989"
Michael Lerma,NA,NA,NA,NA,NA
Michael Lombardo,"6' 0""",185 lbs.,"72""",Orthodox,"Apr 03, 1990"
Michael Mangan,NA,155 lbs.,NA,NA,NA
Michael McBride,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 09, 1986"
Michael McDonald,"5' 9""",135 lbs.,"70""",Orthodox,"Jan 15, 1991"
Michael Page,"6' 2""",170 lbs.,NA,NA,"Apr 07, 1987"
Michael Patt,"6' 0""",205 lbs.,NA,Orthodox,NA
Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991"
Michal Martinek,NA,220 lbs.,NA,NA,NA
Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995"
Michel Batista,"6' 3""",260 lbs.,NA,NA,"Apr 20, 1984"
Michel Pereira,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 06, 1993"
Michel Prazeres,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981"
Michel Quinones,"5' 10""",155 lbs.,"73""",Orthodox,"Dec 22, 1984"
Michelle Maher,NA,145 lbs.,NA,NA,NA
Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986"
Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975"
Michinori Tanaka,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990"
Michiyoshi Ohara,"5' 10""",205 lbs.,NA,Orthodox,NA
Mickael Lebout,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 16, 1987"
Mickey Gall,"6' 2""",170 lbs.,"74""",Switch,"Jan 22, 1992"
Miesha Tate,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 18, 1986"
Miguel Baeza,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992"
Miguel Cosio,"6' 4""",205 lbs.,NA,NA,NA
Miguel Linares,NA,NA,NA,NA,NA
Miguel Torres,"5' 9""",135 lbs.,"76""",Orthodox,"Jan 18, 1981"
Miika Mehmet,NA,205 lbs.,NA,Orthodox,NA
Mike Aina,"5' 9""",155 lbs.,NA,Orthodox,NA
Mike Altman,"5' 10""",185 lbs.,NA,Orthodox,NA
Mike Bencic,"6' 0""",215 lbs.,NA,Orthodox,NA
Mike Bourke,"6' 0""",275 lbs.,NA,Orthodox,NA
Mike Bronzoulis,"6' 0""",155 lbs.,NA,NA,"Jan 05, 1979"
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,"Sep 08, 1975"
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,"Aug 08, 1974"
Mike Campbell,"5' 9""",155 lbs.,NA,Southpaw,NA
Mike Chandler,"5' 8""",155 lbs.,NA,NA,"Apr 24, 1986"
Mike Ciesnolevicz,"6' 0""",235 lbs.,NA,Orthodox,"Oct 28, 1979"
Mike Cook,"6' 1""",205 lbs.,NA,Orthodox,NA
Mike Davis,"6' 0""",155 lbs.,"72""",Orthodox,"Oct 07, 1992"
Mike Dolce,"5' 11""",185 lbs.,NA,NA,"Apr 15, 1976"
Mike Easton,"5' 6""",135 lbs.,"70""",Southpaw,"Jan 25, 1984"
Mike French,"5' 10""",145 lbs.,NA,NA,"May 29, 1975"
Mike Glenn,NA,205 lbs.,NA,NA,"Oct 09, 1977"
Mike Grundy,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987"
Mike Guymon,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 17, 1974"
Mike Hayes,"6' 4""",230 lbs.,NA,Orthodox,NA
Mike Jackson,"6' 2""",170 lbs.,NA,Orthodox,"Mar 22, 1985"
Mike Joy,"5' 6""",155 lbs.,NA,Southpaw,"Jul 18, 1985"
Mike King,"6' 3""",185 lbs.,"75""",NA,"Aug 04, 1983"
Mike Kyle,"6' 4""",205 lbs.,"77""",Orthodox,"Mar 31, 1980"
Mike Lullo,"5' 8""",145 lbs.,NA,Orthodox,"Jul 24, 1979"
Mike Malott,"6' 0""",145 lbs.,NA,NA,NA
Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982"
Mike Minniger,NA,NA,NA,NA,NA
Mike Moreno,"6' 0""",185 lbs.,NA,NA,NA
Mike Nickels,"6' 4""",205 lbs.,NA,Orthodox,"Dec 13, 1971"
Mike Perry,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991"
Mike Pierce,"5' 8""",170 lbs.,"70""",Orthodox,"Sep 01, 1980"
Mike Polchlopek,"6' 4""",285 lbs.,NA,Orthodox,"Dec 27, 1965"
Mike Pyle,"6' 0""",170 lbs.,"74""",Orthodox,"Sep 18, 1975"
Mike Rhodes,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 04, 1989"
Mike Ricci,"6' 0""",155 lbs.,"77""",Southpaw,"Mar 18, 1986"
Mike Richman,"5' 8""",135 lbs.,NA,NA,"Jun 23, 1985"
Mike Rio,"5' 10""",155 lbs.,"71""",Orthodox,"Jul 06, 1981"
Mike Rodriguez,"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988"
Mike Russow,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976"
Mike Santiago,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989"
Mike Seal,"6' 4""",185 lbs.,NA,Orthodox,NA
Mike Stumpf,"5' 10""",170 lbs.,"71""",NA,"Aug 01, 1986"
Mike Swick,"6' 1""",170 lbs.,"77""",Orthodox,"Jun 19, 1979"
Mike Wessel,"6' 0""",260 lbs.,NA,Orthodox,"Dec 02, 1977"
Mike Whitehead,"6' 1""",205 lbs.,NA,Orthodox,"Jun 29, 1981"
Mike Wilkinson,"5' 7""",145 lbs.,"68""",NA,"Sep 15, 1987"
Mike Zichelle,NA,205 lbs.,NA,NA,NA
Mike de la Torre,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986"
Mike van Arsdale,"6' 2""",205 lbs.,NA,Switch,"Jun 20, 1965"
Mikey Burnett,"5' 6""",170 lbs.,NA,Orthodox,"Apr 12, 1974"
Mikhail Iloukhine,"5' 9""",205 lbs.,NA,Orthodox,"Nov 21, 1966"
Milana Dudieva,"5' 3""",135 lbs.,"61""",Orthodox,"Aug 04, 1989"
Milco Voorn,NA,220 lbs.,NA,Orthodox,NA
Miles Johns,"5' 7""",135 lbs.,"66""",Orthodox,"Mar 30, 1994"
Miles McDonald,"5' 7""",115 lbs.,NA,NA,"Aug 13, 1991"
Milton Vieira,"6' 0""",145 lbs.,"72""",Orthodox,"Oct 04, 1978"
Min Soo Kim,"6' 1""",255 lbs.,NA,Southpaw,"Jan 22, 1975"
Minoki Ichihara,"5' 7""",178 lbs.,NA,Orthodox,NA
Minoru Toyonaga,"5' 11""",195 lbs.,NA,Southpaw,NA
Minotauro Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976"
Mirko Cro Cop,"6' 2""",230 lbs.,"73""",Southpaw,"Sep 10, 1974"
Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991"
Misha Cirkunov,"6' 3""",205 lbs.,"77""",Orthodox,"Feb 27, 1987"
Mitch Clarke,"5' 10""",155 lbs.,"73""",Orthodox,"Nov 24, 1985"
Mitch Gagnon,"5' 5""",135 lbs.,"65""",Southpaw,"Oct 10, 1984"
Mitch Whitesel,"5' 9""",185 lbs.,NA,NA,"Jul 12, 1981"
Mitchell Sipe,"6' 2""",245 lbs.,NA,Orthodox,"Apr 09, 1996"
Mitsuharu Kitao,"6' 7""",390 lbs.,NA,NA,NA
Mitsuhiro Ishida,"5' 6""",154 lbs.,NA,Southpaw,"Dec 29, 1978"
Mizuto Hirota,"5' 7""",155 lbs.,"67""",Orthodox,"May 05, 1981"
Moise Rimbon,"5' 10""",205 lbs.,NA,Orthodox,"Apr 20, 1977"
Molly McCann,"5' 4""",125 lbs.,"62""",Orthodox,"May 04, 1990"
Montana De La Rosa,"5' 7""",125 lbs.,"68""",NA,"Feb 14, 1995"
Montel Jackson,"5' 10""",135 lbs.,"75""",Southpaw,"Apr 24, 1992"
Mostapha Al-Turk,"6' 2""",245 lbs.,"77""",Orthodox,"Jul 14, 1973"
Moti Horenstein,"6' 4""",230 lbs.,NA,Orthodox,NA
Motoki Miyazawa,"5' 11""",168 lbs.,NA,Southpaw,NA
Motonobu Tezuka,"5' 7""",135 lbs.,"66""",Southpaw,"Aug 29, 1987"
Movsar Evloev,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994"
Mu Bae Choi,"6' 2""",230 lbs.,NA,Orthodox,"Jun 27, 1970"
Muhammed Lawal,"6' 0""",205 lbs.,"78""",Southpaw,"Jan 11, 1981"
Muhsin Corbbrey,"5' 10""",155 lbs.,NA,Orthodox,"May 18, 1978"
Muin Gafurov,"5' 7""",135 lbs.,NA,NA,"May 17, 1996"
Murad Chunkaiev,"5' 11""",185 lbs.,NA,Orthodox,NA
Murilo Bustamante,"6' 2""",183 lbs.,NA,Orthodox,"Jul 30, 1966"
Murilo Rua,"5' 11""",185 lbs.,NA,Orthodox,"May 22, 1980"
Muslim Salikhov,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984"
